Executavel,ModuloDominio,TipoAcao,NomeVisualOuTexto,CategoriaOrigem,StatusLayout,Fonte,Confianca,ValidacaoPendente
LavFacilLan,lavanderia/rol,abrir/executar,1-Imprime Pontos no Rol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,criar/cadastrar,1.a Entrada:,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,criar/cadastrar,2 - Pede Controle Entrada,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,criar/cadastrar,2.a Entrada:,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,criar/cadastrar,"3|Tipos de Entrada (Retira, Entrega, Delivery e Etc)",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,criar/cadastrar,49 - Outras entradas,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,A data de lancto do Rol n,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,A entrega ainda n,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,abrir/executar,a no Estoque,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,AcrecentaRol1,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,AcrecentaRol1Click,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,AcrecentaRol1Click!,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Acrescenta Rol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,ActiveControl,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,ActiveControlpu,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,criar/cadastrar,ada na entrada,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,"ada neste Rol, Seq",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,ada no Rol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,AdicionalCabRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,ado no Rol N,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,ADOQuery_GravaPosRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,ADOQuery_GravaPosRolL,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,AfterScroll,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,AfterScrollp8K,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Agrupam.: Data entrega |,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Agrupam.: Entrega prev. |,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Agrupam.: Rol |,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Ajusta SitRol da ROL n,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Ajusta TotPecas do ROL n,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,AjustaROLNotas,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,criar/cadastrar,AjustaTipEntrada,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,AjusTipoControle,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,alho do Rol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,editar/alterar,Altera N. Rol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,editar/alterar,Alterado Data de Entrega,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,abrir/executar,amento de Estoque por Pe,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,amento do rol N,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,"amento do Rol, favor verificar",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,amento do rol:,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,"and (( (not( M.SitRol=""P"")) ) or (M.Posicao=""L""))",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,"and ((M.SitRol=""P"") and (Not(M.Posicao=""L"")) )",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,and (DatEntRol = :FinalData),operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,"and (M.SitRol="""")",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,"and (M.SitRol=""P"")",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,"and (not (M.SitRol=""P""))",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,"and (not M.SitRol=""P"")",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,"And (not(M.SitRol=""P""))",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,and (Not(RolOrc is null)),operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,"And (Rol=""",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,and (RolOrc is null),operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,and (SitRol is null),operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,and CP.DatEst<=:ParDatFimEntRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,and CP.DatEst>=:ParDatIniEntRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,"and M.""DatEntRol""<=:ParDatFimEntRol",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,"and M.""DatEntRol""<=:ParDatRolFinal",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,"and M.""DatEntRol"">=:ParDatIniEntRol",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,"and M.""DatEntRol"">=:ParDatRolInicio",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,"and M.SitRol=""P""",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,and MC.DatEntRol = :ParDatIniEntRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,and MC.DatEntRol<=:ParDatFimEntRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,and MC.DatEntRol>=:ParDatIniEntRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,"and MC.SitRol=""P""",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,"and Not MC.SitRol=""P""",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Apenas Rols com Terceiriza,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Apenas Rols n,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,ApenasRolsnopagos1,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,ApenasRolsnopagos1Click,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,ApenasRolsTerc1,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,ApenasRolsTerc1Click,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,ar Rol ap,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,ar Taxa Entrega,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,criar/cadastrar,Area1aEntrada,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Arquivo de controle de acesso n,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,ArrayOfRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,as a Entregar ],operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,as do Rol ainda n,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,criar/cadastrar,"as por Rol, confirme este Rol e abra um novo para dar continuidade",operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,as referente ao Rol N,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Ativar Controle Cep - Via Banco,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,abrir/executar,Auditoria de estoque,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,abrir/executar,Auditoria do estoque,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,abrir/executar,Auditoriadeestoque1,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,abrir/executar,Auditoriadeestoque1Click,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,AutoScroll,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,AutoScroll8,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Aviso Rol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,processar/fechar,Baixada no Rol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,criar/cadastrar,BaixaEntrada,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,abrir/executar,bbt_Estoque,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,abrir/executar,bbt_EstoqueClick,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,bcp_control,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,bDesTPEntregahab,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,BeforeScrollp8K,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,abrir/executar,bImpSaldoPecasRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,editar/alterar,Bt_AlteracaoProl,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_CodEntrega,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_CodEntrega<,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_CodEntregaClick,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_CodRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_CodRol8,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_CodRolClick,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_Entrega,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_EntregaClick,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_Entregat,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_LocalRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_LocalRolClick,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_LocalRold,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_PcpLocRolClick,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_PcpLocRolClick+,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_RolagemBaixo,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_RolagemBaixoClick,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_RolagemCima,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_RolagemCimaClick,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_SitRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_SitRol(,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_SitRolClick,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bt_SitRolt,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Busca Rols abertos em geral ...,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Bv_ControlEnt,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,bValidaPrazoEntrega,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,c_AdtoRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,abrir/executar,C_Estoque,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,c_NotasRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,c_PagRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,c_PosRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,C_rolf5,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,C:\EquipExe\Figuras\Rol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,C:\Equipexe\Grids\ENTREGA_PECAS,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,abrir/executar,C:\Equipexe\Grids\ESTOQUE_PECA,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,C:\Equipexe\Grids\F11ROL,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,C:\EquipExe\Grids\POSROLPAG,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,C:\EquipExe\Grids\POSROLPROD,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,CabRolBai,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,CabRolCidCep,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,CabRolEnd,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,CabRolFone,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Cache-control,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,CacheControl,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,CadLocRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,CalculaMaisdeUmRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,criar/cadastrar,CalEntrada,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,criar/cadastrar,CalEntradaSaida,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,CalHorEntrega,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,criar/cadastrar,CalSaidaVariasEntradas,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,criar/cadastrar,Cancela Entrada,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,excluir/cancelar,CANCELAMENTO DO ROL N,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,excluir/cancelar,CancelaRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,excluir/cancelar,CancelaTerceirizacaoAut,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,cari| carid carol cedli cen| cia,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,Carrega Rols em Aberto,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,lavanderia/rol,abrir/executar,CarregaDadosRol,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,criar/cadastrar,CarregaEntrada,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
LavFacilLan,estoque/produto,criar/cadastrar,CarregaEntradas,operacional,texto_estatico_sem_posicao,strings funcionais do executavel,media,captura visual no runtime MOD e cruzamento ProcMon
